Mês / Ano de Referência;Entidade;UC/CNPJ;Total Repassado
nov/22;SENAI;33.564.543/0001-90;170.179.225
nov/22;SESI;33.641.358/0001-52;248.434.526
nov/22;SENAC;33.469.172/0001-68;335.472.450
nov/22;SESC;33.469.164/0001-11;579.228.955
nov/22;SEBRAE;00.330.854/0001-45;384.388.137
nov/22;EMBRATUR;35.842.428/0001-66;0
nov/22;DPC;852001 / 00001;16.253.368
nov/22;ANAC;122002 / 00001;25.796.007
nov/22;SENAR;37.138.245/0001-90;248.452.948
nov/22;SEST;73.471.989/0001-95;59.654.628
nov/22;SENAT;73.471.963/0001-47;39.742.262
nov/22;SESCOOP;03.087.543/0001-86;54.646.476
nov/22;SDR;420013 / 00001;541.106
nov/22;APEX-BR;05.507.500/0001-38;56.029.984
nov/22;ABDI;07.200.966/0001-11;9.148.316
dez/22;FNDE;153173 / 15253;2.101.912.315
dez/22;INCRA;373001 / 37201;177.493.580
dez/22;SENAI;33.564.543/0001-90;159.959.752
dez/22;SESI;33.641.358/0001-52;233.096.663
dez/22;SENAC;33.469.172/0001-68;303.331.337
dez/22;SESC;33.469.164/0001-11;532.797.046
dez/22;SEBRAE;00.330.854/0001-45;341.659.805
dez/22;EMBRATUR;35.842.428/0001-66;0
dez/22;DPC;852001 / 00001;13.196.764
dez/22;ANAC;122002 / 00001;20.148.853
dez/22;SENAR;37.138.245/0001-90;164.013.828
dez/22;SEST;73.471.989/0001-95;56.335.882
dez/22;SENAT;73.471.963/0001-47;37.617.669
dez/22;SESCOOP;03.087.543/0001-86;51.620.732
dez/22;SDR;420013 / 00001;659.766
dez/22;APEX-BR;05.507.500/0001-38;49.793.803
dez/22;ABDI;07.200.966/0001-11;8.130.144
jan/23;FNDE;153173 / 15253;3.808.893.428
jan/23;INCRA;373001 / 37201;314.737.195
jan/23;SENAI;33.564.543/0001-90;272.836.218
jan/23;SESI;33.641.358/0001-52;397.284.586
jan/23;SENAC;33.469.172/0001-68;549.028.418
jan/23;SESC;33.469.164/0001-11;961.969.924
jan/23;SEBRAE;00.330.854/0001-45;619.609.534
jan/23;EMBRATUR;35.842.428/0001-66;0
jan/23;DPC;852001 / 00001;28.353.331
jan/23;ANAC;122002 / 00001;29.570.863
jan/23;SENAR;37.138.245/0001-90;154.806.704
jan/23;SEST;73.471.989/0001-95;93.355.500
jan/23;SENAT;73.471.963/0001-47;62.076.742
jan/23;SESCOOP;03.087.543/0001-86;86.418.513
jan/23;SDR;420013 / 00001;706.777
jan/23;APEX-BR;05.507.500/0001-38;90.325.515
jan/23;ABDI;07.200.966/0001-11;14.747.605
fev/23;FNDE;153173 / 15253;2.344.276.756
fev/23;INCRA;373001 / 37201;199.586.811
fev/23;SENAI;33.564.543/0001-90;174.329.022
fev/23;SESI;33.641.358/0001-52;254.072.864
fev/23;SENAC;33.469.172/0001-68;325.548.473
fev/23;SESC;33.469.164/0001-11;571.578.944
fev/23;SEBRAE;00.330.854/0001-45;384.224.589
fev/23;EMBRATUR;35.842.428/0001-66;0
fev/23;DPC;852001 / 00001;16.038.473
fev/23;ANAC;122002 / 00001;22.183.120
fev/23;SENAR;37.138.245/0001-90;181.509.335
fev/23;SEST;73.471.989/0001-95;61.028.361
fev/23;SENAT;73.471.963/0001-47;40.821.782
fev/23;SESCOOP;03.087.543/0001-86;55.986.829
fev/23;SDR;420013 / 00001;484.005
fev/23;APEX-BR;05.507.500/0001-38;56.001.167
fev/23;ABDI;07.200.966/0001-11;9.143.663
mar/23;FNDE;153173 / 15253;2.378.998.814
mar/23;INCRA;373001 / 37201;203.001.651
mar/23;SENAI;33.564.543/0001-90;177.659.768
mar/23;SESI;33.641.358/0001-52;261.506.152
mar/23;SENAC;33.469.172/0001-68;345.641.359
mar/23;SESC;33.469.164/0001-11;601.168.082
mar/23;SEBRAE;00.330.854/0001-45;389.816.966
mar/23;EMBRATUR;35.842.428/0001-66;0
mar/23;DPC;852001 / 00001;16.085.082
mar/23;ANAC;122002 / 00001;22.831.664
mar/23;SENAR;37.138.245/0001-90;141.353.316
mar/23;SEST;73.471.989/0001-95;58.670.782
mar/23;SENAT;73.471.963/0001-47;39.138.130
mar/23;SESCOOP;03.087.543/0001-86;55.153.829
mar/23;SDR;420013 / 00001;503.487
mar/23;APEX-BR;05.507.500/0001-38;56.819.452
mar/23;ABDI;07.200.966/0001-11;9.277.209
abr/23;FNDE;153173 / 15253;2.355.592.924
abr/23;INCRA;373001 / 37201;196.583.829
abr/23;SENAI;33.564.543/0001-90;171.349.634
abr/23;SESI;33.641.358/0001-52;252.401.286
abr/23;SENAC;33.469.172/0001-68;338.762.117
abr/23;SESC;33.469.164/0001-11;586.634.010
abr/23;SEBRAE;00.330.854/0001-45;382.709.065
abr/23;EMBRATUR;35.842.428/0001-66;0
abr/23;DPC;852001 / 00001;17.310.429
abr/23;ANAC;122002 / 00001;19.130.301
abr/23;SENAR;37.138.245/0001-90;226.947.080
abr/23;SEST;73.471.989/0001-95;59.062.004
abr/23;SENAT;73.471.963/0001-47;39.413.246
abr/23;SESCOOP;03.087.543/0001-86;51.326.309
abr/23;SDR;420013 / 00001;553.599
abr/23;APEX-BR;05.507.500/0001-38;55.780.154
abr/23;ABDI;07.200.966/0001-11;9.107.548
mai/23;FNDE;153173 / 15253;2.304.385.083
mai/23;INCRA;373001 / 37201;194.643.485
mai/23;SENAI;33.564.543/0001-90;167.769.841
mai/23;SESI;33.641.358/0001-52;246.838.229
mai/23;SENAC;33.469.172/0001-68;329.362.144
mai/23;SESC;33.469.164/0001-11;572.642.763
mai/23;SEBRAE;00.330.854/0001-45;376.218.742
mai/23;EMBRATUR;35.842.428/0001-66;0
mai/23;DPC;852001 / 00001;15.438.745
mai/23;ANAC;122002 / 00001;30.481.721
mai/23;SENAR;37.138.245/0001-90;288.914.577
mai/23;SEST;73.471.989/0001-95;61.629.706
mai/23;SENAT;73.471.963/0001-47;41.296.686
mai/23;SESCOOP;03.087.543/0001-86;53.180.103
mai/23;SDR;420013 / 00001;504.054
mai/23;APEX-BR;05.507.500/0001-38;54.843.735
mai/23;ABDI;07.200.966/0001-11;8.954.639
jun/23;FNDE;153173 / 15253;2.396.797.255
jun/23;INCRA;373001 / 37201;205.084.045
jun/23;SENAI;33.564.543/0001-90;179.643.144
jun/23;SESI;33.641.358/0001-52;263.413.740
jun/23;SENAC;33.469.172/0001-68;344.590.463
jun/23;SESC;33.469.164/0001-11;598.844.449
jun/23;SEBRAE;00.330.854/0001-45;390.353.787
jun/23;EMBRATUR;35.842.428/0001-66;0
jun/23;DPC;852001 / 00001;16.793.970
jun/23;ANAC;122002 / 00001;24.799.014
jun/23;SENAR;37.138.245/0001-90;240.668.958
jun/23;SEST;73.471.989/0001-95;66.049.281
jun/23;SENAT;73.471.963/0001-47;44.017.461
jun/23;SESCOOP;03.087.543/0001-86;58.592.108
jun/23;SDR;420013 / 00001;514.293
jun/23;APEX-BR;05.507.500/0001-38;56.891.958
jun/23;ABDI;07.200.966/0001-11;9.289.077
jul/23;FNDE;153173 / 15253;2.556.983.557
jul/23;INCRA;373001 / 37201;198.109.389
jul/23;SENAI;33.564.543/0001-90;188.400.653
jul/23;SESI;33.641.358/0001-52;277.783.852
jul/23;SENAC;33.469.172/0001-68;380.828.216
jul/23;SESC;33.469.164/0001-11;655.029.657
jul/23;SEBRAE;00.330.854/0001-45;419.645.519
jul/23;EMBRATUR;35.842.428/0001-66;0
jul/23;DPC;852001 / 00001;17.702.282
jul/23;ANAC;122002 / 00001;28.678.219
jul/23;SENAR;37.138.245/0001-90;223.554.101
jul/23;SEST;73.471.989/0001-95;70.527.075
jul/23;SENAT;73.471.963/0001-47;46.705.207
jul/23;SESCOOP;03.087.543/0001-86;57.224.648
jul/23;SDR;420013 / 00001;494.600
jul/23;APEX-BR;05.507.500/0001-38;61.165.757
jul/23;ABDI;07.200.966/0001-11;9.986.820
